LineName	FemaleParent	MaleParent
Ho15-0975	Ho09-0830	Ho09-0831
Ho15-0976	Ho06-0523	HoCP05-0920
Ho15-0977	HoCP05-0920	HoCP09-0802
Ho15-0978	HoCP05-0920	HoCP09-0802
Ho15-0979	HoCP05-0920	HoCP09-0802
Ho15-0980	HoCP05-0920	HoCP09-0802
Ho15-0983	HoCP05-0920	HoCP09-0802
Ho15-0985	Ho06-0523	HoCP05-0920
Ho15-9301	Ho09-9110	HoCP04-0838
Ho15-9302	Ho09-9126	HoCP08-0726
Ho15-9303	Ho09-9118	Ho06-0562
Ho15-9304	Ho09-9118	HoCP96-0540
Ho15-9305	Ho09-9120	HoCP04-0838
Ho15-9306	Ho09-9120	HoCP04-0838
Ho15-9307	HoCP09-0809	Ho09-9120
Ho15-9308	Ho09-9118	HoCP04-0838
Ho15-9310	Ho09-9121	HoCP09-0814
Ho15-9311	Ho09-9401	Ho09-9124
Ho15-9312	Ho09-9123	Ho09-0827
Ho15-9313	HoCP09-0809	Ho09-9124
Ho15-9318	Ho09-9122	HoCP04-0838
Ho15-9321	Ho09-9123	HoCP04-0838
Ho15-9322	Ho09-9123	HoCP04-0838
Ho15-9323	HoL08-0723	Ho09-9125
Ho15-9327	Ho09-9123	HoCP08-0726
Ho15-9331	Ho08-9005	HoCP04-0838
Ho15-9332	Ho08-9005	HoCP04-0838
Ho15-9339	HoCP09-0809	Ho09-9133
Ho15-9340	Ho08-0709	Ho09-9138
Ho15-9341	Ho08-9010	Ho06-0562
Ho15-9342	Ho08-9010	Ho06-0563
Ho15-9343	Ho08-9010	Ho06-0563
Ho15-9347	HoCP09-0857	Ho09-9135
Ho15-9348	Ho07-9026	HoCP04-0838
Ho15-9349	Ho07-9026	Ho06-0563
Ho15-9350	Ho08-0728	Ho08-9004
Ho15-9351	Ho09-0841	Ho09-9140
Ho15-9352	L01-0283	Ho09-9143
Ho15-9353	HoCP05-0902	Ho09-9145
Ho15-9356	Ho06-0537	Ho09-9151
Ho15-9357	Ho09-9151	HoCP09-0847
Ho15-9358	Ho09-9151	HoCP09-0847
Ho15-9359	Ho09-0832	Ho09-9151
Ho15-9363	Ho09-9114	Ho09-0841
Ho15-9365	Ho07-9014	Ho09-9110
Ho15-9366	Ho07-9014	Ho09-9132
Ho15-9416	HoL08-0723	Ho09-9125
Ho16-0600	Ho10-0919	Ho09-0824
Ho16-0601	Ho10-0919	Ho09-0824
Ho16-0602	Ho10-0919	Ho09-0824
Ho16-0603	Ho10-0919	Ho09-0824
Ho16-0604	HoCP10-0914	HoCP09-0814
Ho16-0605	Ho10-0907	HoCP96-0540
Ho16-0606	HoCP10-0924	Ho10-0930
Ho16-0607	L01-0299	Ho08-0706
Ho16-0608	HoCP08-0702	Ho06-0563
Ho16-0609	HoCP08-0702	Ho06-0563
Ho16-0610	Ho09-0824	HoCP04-0838
Ho16-0611	Ho08-0709	Ho09-0817
Ho16-0612	Ho10-0919	HoCP96-0540
Ho16-0614	Ho09-0823	HoCP09-0803
Ho16-0615	Ho09-0823	HoCP09-0803
Ho16-0616	Ho09-0823	HoCP09-0803
Ho16-0617	HoCP10-0926	HoCP09-0847
Ho16-0618	Ho09-9401	Ho09-0837
Ho16-0619	L09-0105	Ho09-0837
Ho16-0620	HoCP09-0800	Ho09-0841
Ho16-0621	HoCP09-0847	Ho06-0563
Ho16-0622	HoCP85-0845	HoCP10-0924
Ho16-0623	Ho10-0919	HoCP96-0540
Ho16-0624	Ho10-0919	HoCP96-0540
Ho16-0625	Ho10-0919	HoCP96-0540
Ho16-0627	Ho08-0709	Ho06-0523
Ho16-0628	HoCP09-0814	Ho09-0824
Ho16-0629	HoCP10-0934	HoCP09-0814
Ho16-0634	HoCP10-0934	HoCP09-0814
Ho16-0635	HoL10-0936	HoCP09-0814
Ho16-0636	HoCP10-0934	HoCP09-0814
Ho16-0637	HoCP09-0810	HoCP10-0905
Ho16-0638	HoCP09-0810	HoCP10-0905
Ho16-0639	HoL10-0936	HoCP09-0814
Ho16-0640	Ho09-0827	HoCP10-0917
Ho16-0647	HoCP00-0932	HoCP09-0814
Ho16-0648	Ho08-0717	Ho09-0841
Ho16-0649	Ho08-0717	Ho09-0841
Ho16-0651	HoL10-0936	HoCP09-0814
Ho16-0652	HoL10-0936	HoCP09-0814
Ho16-0653	HoCP10-0934	Ho09-0841
Ho16-0654	HoCP10-0929	Ho09-0832
Ho16-0655	HoCP01-0517	Ho06-0563
Ho16-0656	HoCP01-0517	Ho06-0563
Ho16-0660	HoCP01-0517	Ho06-0563
Ho16-0661	Ho08-0730	HoCP96-0540
Ho16-0663	HoCP09-0847	HoCP10-0900
Ho16-0664	HoCP04-0852	Ho10-0907
Ho16-0667	L08-0090	Ho06-9017
Ho16-0676	HoCP10-0934	HoCP04-0852
Ho16-0677	Ho06-0563	HoCP04-0852
Ho16-0678	Ho06-0523	HoCP10-0900
Ho16-0680	Ho06-0523	HoCP10-0900
Ho16-0681	HoL10-0936	HoCP09-0814
Ho16-0682	Ho08-0717	Ho09-0841
Ho16-9004	Ho08-0709	IND81-0144
Ho16-9005	Ho10-0919	Ho10-9245
Ho16-9007	Ho09-0841	Ho10-9237
Ho16-9008	Ho09-9118	HoCP09-0847
Ho16-9009	Ho10-9235	Ho09-0841
Ho16-9010	Ho10-9235	Ho09-0841
Ho16-9011	Ho10-9237	Ho09-0832
Ho16-9012	Ho10-9236	HoCP04-0838
Ho16-9013	Ho08-9003	HoCP04-0838
Ho16-9014	Ho08-9003	HoCP04-0838
Ho16-9015	Ho08-9003	HoCP04-0838
Ho16-9016	Ho10-9240	HoCP96-0540
Ho16-9017	Ho10-9240	HoCP96-0540
Ho16-9018	Ho10-9243	HoCP96-0540
Ho16-9020	Ho10-9240	Ho10-0908
Ho16-9021	Ho09-0841	Ho10-9251
Ho16-9022	Ho10-9245	Ho09-0832
Ho16-9023	Ho10-9245	Ho09-0832
Ho16-9024	Ho10-9251	HoCP09-0814
Ho16-9025	Ho10-9251	HoCP09-0814
Ho16-9026	Ho10-9250	HoCP04-0838
Ho16-9027	Ho10-9246	HoCP09-0803
Ho16-9028	Ho10-9246	HoCP09-0803
Ho16-9029	Ho10-9246	HoCP09-0803
Ho16-9030	Ho10-9246	HoCP09-0803
Ho16-9031	Ho10-9245	Ho06-0563
Ho16-9032	Ho10-9247	Ho10-0930
Ho16-9033	HoCP09-0812	Ho10-9250
Ho16-9034	HoCP09-0812	Ho10-9250
Ho16-9035	HoCP09-0847	Ho10-9250
Ho16-9036	Ho10-9247	Ho09-0827
Ho16-9037	Ho10-9250	Ho09-0831
Ho16-9038	HoCP00-0950	Ho10-9245
Ho16-9039	Ho10-9246	Ho09-0848
Ho16-9040	Ho10-9246	HoCP08-0726
Ho16-9041	Ho10-9246	HoCP08-0726
Ho16-9042	Ho10-9225	Ho10-9227
Ho16-9044	Ho10-9202	HoCP10-0900
Ho16-9045	Ho10-9204	Ho08-0706
Ho16-9046	Ho10-9205	L99-0226
Ho16-9047	Ho06-9017	HoCP10-0900
Ho16-9048	Ho06-9017	HoCP10-0900
Ho16-9049	Ho09-0832	Ho06-9017
Ho16-9051	Ho10-9208	HoCP10-0924
Ho16-9052	Ho10-9208	HoCP10-0924
Ho16-9053	Ho10-9210	Ho09-9402
Ho16-9054	Ho10-9213	HoCP96-0540
Ho16-9055	Ho10-9213	HoCP96-0540
Ho16-9056	Ho10-9216	L99-0226
Ho16-9057	HoL10-0935	Ho10-9215
Ho16-9058	HoL10-0935	Ho10-9215
Ho16-9059	Ho10-9220	Ho09-0827
Ho16-9064	HoCP10-0929	Ho10-9222
Ho16-9065	HoCP09-0800	Ho10-9222
Ho16-9067	Ho10-9228	HoL10-0935
Ho16-9068	Ho10-9230	Ho08-0706
Ho16-9069	Ho10-9232	HoCP96-0540
Ho17-0718	Ho08-0711	L99-0226
Ho17-0719	Ho08-0711	L99-0226
Ho17-0720	LCP85-0384	HoCP01-0517
Ho17-0721	HoCP11-0516	HoCP05-0918
Ho17-0723	HoL10-0935	HoCP11-0577
Ho17-0724	HoCP09-0814	HoCP05-0918
Ho17-0725	HoCP09-0814	HoCP05-0918
Ho17-0726	HoCP09-0814	HoCP05-0918
Ho17-0727	Ho11-0512	Ho11-0519
Ho17-0731	Ho11-0519	Ho09-0832
Ho17-0732	Ho11-0519	Ho09-0832
Ho17-0734	Ho11-0517	Ho11-0528
Ho17-0735	Ho11-0517	Ho11-0528
Ho17-0736	HoCP09-0847	HoCP11-0534
Ho17-0742	Ho11-0512	HoCP11-0566
Ho17-0743	HoCP01-0517	HoCP96-0540
Ho17-0744	Ho08-0711	HoCP01-0517
Ho17-0745	HoCP00-0932	HoCP11-0566
Ho17-0746	HoCP01-0517	HoCP96-0540
Ho17-0747	HoCP00-0932	HoCP11-0566
Ho17-0748	Ho11-0532	HoCP10-0917
Ho17-0749	HoCP09-0857	Ho09-0832
Ho17-0752	HoCP10-0909	HoCP09-0857
Ho17-0753	HoCP10-0909	HoCP09-0857
Ho17-0756	HoCP11-0576	Ho09-0831
Ho17-0759	Ho09-0823	HoCP10-0900
Ho17-0760	HoCP11-0566	HoCP04-0838
Ho17-0762	HoCP05-0918	Ho11-0511
Ho17-0763	HoCP11-0576	HoCP09-0857
Ho17-0764	HoCP11-0576	Ho09-0831
Ho17-0768	Ho07-0604	HoCP01-0517
Ho17-0774	Ho11-9314	Ho09-0831
Ho17-0775	Ho11-9324	Ho11-9314
Ho17-0777	Ho11-0599	Ho11-9315
Ho17-9101	Ho11-9340	Ho11-9335
Ho17-9102	Ho11-9340	Ho11-9335
Ho17-9103	Ho11-9340	Ho11-9336
Ho17-9104	Ho11-9336	Ho11-9306
Ho17-9105	Ho11-9333	Ho11-9306
Ho17-9106	Ho11-9334	Ho11-9306
Ho17-9107	Ho11-9340	Ho11-9310
Ho17-9108	Ho11-9333	Ho11-9310
Ho17-9111	Ho11-9306	Ho11-9336
Ho17-9112	Ho11-9313	Ho11-9332
Ho17-9113	Ho11-9313	Ho11-9332
Ho17-9114	Ho11-9324	Ho11-9314
Ho17-9115	Ho11-9405	Ho11-9329
Ho17-9116	Ho11-9405	Ho11-9329
Ho17-9117	Ho10-9249	Ho09-0831
Ho17-9118	Ho10-9249	Ho09-0831
Ho17-9119	Ho10-9249	Ho09-0831
Ho17-9120	Ho10-9249	Ho09-0831
Ho17-9121	Ho10-9249	Ho09-0831
Ho17-9122	HoCP11-0541	Ho11-9340
Ho17-9123	Ho11-9339	Ho07-0613
Ho17-9124	Ho11-0599	Ho11-9339
Ho17-9125	Ho11-0599	Ho11-9339
Ho17-9126	Ho11-0599	Ho11-9339
Ho17-9127	Ho11-0599	Ho11-9339
Ho17-9128	Ho11-0599	Ho11-9339
Ho17-9129	Ho11-9311	HoCP10-0917
Ho17-9130	Ho11-9311	HoCP10-0917
Ho17-9131	Ho11-9311	Ho10-0912
Ho17-9132	Ho11-0531	Ho11-9311
Ho17-9133	Ho10-9219	Ho11-0599
Ho17-9137	HoCP00-0950	Ho11-9309
Ho17-9138	HoCP00-0950	Ho11-9309
Ho17-9142	Ho11-9304	HoCP10-0900
Ho17-9143	Ho11-9303	Ho11-0519
Ho17-9144	Ho11-9302	HoCP10-0917
Ho17-9145	Ho11-9302	Ho09-0831
Ho17-9146	Ho11-9315	HoCP04-0838
Ho17-9147	Ho11-0512	Ho11-9318
Ho17-9148	HoCP10-0909	Ho11-9315
Ho17-9149	Ho11-0599	Ho11-9318
Ho17-9151	Ho11-0599	Ho11-9322
Ho17-9152	Ho11-0599	Ho11-9315
Ho17-9153	Ho11-9314	Ho11-0599
Ho17-9154	Ho11-9314	HoCP10-0917
Ho17-9155	Ho11-9324	Ho11-0528
Ho17-9156	Ho11-9324	Ho11-0528
Ho17-9157	Ho11-0559	Ho11-9327
Ho17-9158	L08-0090	Ho11-9327
Ho17-9159	Ho11-9324	HoCP11-0539
Ho17-9160	Ho11-9327	Ho09-0831
Ho17-9161	Ho11-9327	Ho09-0831
Ho17-9162	Ho11-0529	Ho11-9324
Ho17-9163	Ho11-9328	L99-0226
Ho17-9164	Ho11-9329	Ho11-0519
Ho17-9165	Ho11-9329	Ho11-0519
Ho17-9166	Ho11-9329	HoCP11-0560
Ho18-0877	Ho12-9018	Ho11-0599
Ho18-0878	HoCP12-0676	Ho12-9409
Ho18-9201	Ho12-9057	HoCP09-0814
Ho18-9203	Ho12-9036	L99-0233
Ho18-9204	Ho12-9039	HoCP11-0536
Ho18-9205	Ho12-9039	Ho12-0642
Ho18-9206	Ho12-9038	HoCP12-0641
Ho18-9207	Ho12-9039	HoCP05-0918
Ho18-9208	Ho07-0613	Ho12-9040
Ho18-9209	L99-0233	Ho12-9022
Ho18-9210	L99-0233	Ho12-9022
Ho18-9211	L99-0233	Ho12-9022
Ho18-9212	L99-0233	Ho12-9022
Ho18-9213	HoCP11-0567	Ho12-9022
Ho18-9214	Ho12-9022	HoCP11-0536
Ho18-9216	HoCP11-0576	Ho12-9024
Ho18-9217	Ho11-0508	Ho12-9027
Ho18-9218	Ho12-9034	HoCP08-0726
Ho18-9219	HoCP01-0523	Ho12-9034
Ho18-9220	HoCP01-0523	Ho12-9034
Ho18-9221	HoCP12-0676	Ho12-9033
Ho18-9222	HoCP11-0541	Ho12-9033
Ho18-9223	Ho09-9401	Ho12-9033
Ho18-9224	Ho11-0506	Ho12-9034
Ho18-9225	Ho10-9246	Ho09-0831
Ho18-9226	Ho09-0856	Ho10-9245
Ho18-9227	Ho12-9045	HoCP09-0804
Ho18-9228	Ho12-9045	HoCP05-0918
Ho18-9229	Ho12-9045	HoCP05-0918
Ho18-9230	HoCP12-0666	Ho12-9045
Ho18-9231	Ho11-0524	Ho12-9045
Ho18-9232	Ho12-9632	Ho12-9045
Ho18-9233	Ho12-9049	L99-0226
Ho18-9235	HoL10-0935	Ho12-9052
Ho18-9236	Ho12-9053	HoCP11-0542
Ho18-9238	Ho12-9047	HoCP96-0540
Ho18-9239	Ho12-9047	HoCP09-0804
Ho18-9240	Ho11-0599	Ho12-9054
Ho18-9245	HoCP01-0517	Ho12-9013
Ho18-9246	Ho12-9008	HoCP09-0802
Ho18-9247	HoCP11-0544	Ho12-9410
Ho18-9248	Ho12-9019	Ho12-0629
Ho18-9249	Ho12-9019	Ho12-0629
Ho18-9250	Ho12-9033	Ho12-9023
Ho18-9251	Ho12-9039	Ho12-9034
Ho18-9252	Ho12-9039	Ho12-9034
Ho18-9253	Ho12-9051	Ho12-9025
Ho18-9254	Ho12-9051	Ho12-9033
Ho18-9255	Ho12-9052	Ho12-9033
Ho18-9256	Ho12-9053	Ho11-9334
Ho18-9257	Ho12-9053	Ho12-9033
Ho18-9258	Ho12-9046	Ho12-9023
Ho18-9259	Ho12-9042	Ho12-9037
Ho19-0965	HoCP12-0647	Ho12-0630
Ho19-0966	Ho13-9144	HoCP12-0650
Ho19-0967	Ho12-9014	Ho12-0642
Ho19-9301	Ho13-9152	HoCP13-0740
Ho19-9304	Ho11-0528	Ho13-9146
Ho19-9305	Ho13-0739	Ho13-9148
Ho19-9307	Ho13-9160	Ho13-9142
Ho19-9308	Ho13-9144	Ho07-0613
Ho19-9309	Ho13-9154	HoCP12-0650
Ho19-9310	Ho13-9145	Ho13-9107
Ho19-9311	HoCP13-0761	Ho13-9126
Ho19-9312	HoCP13-0761	Ho13-9126
Ho19-9313	Ho13-9131	HoCP12-0650
Ho19-9314	Ho13-9131	HoCP12-0650
Ho19-9316	Ho13-9120	HoCP11-0567
Ho19-9317	Ho13-9116	Ho11-0528
Ho19-9319	Ho09-0840	Ho13-9108
Ho19-9320	HoCP13-0722	Ho13-9103
Ho19-9321	Ho13-9142	Ho13-9107
Ho19-9322	Ho12-9032	HoCP11-0536
Ho19-9323	Ho02-0113	L99-0226
Ho19-9324	Ho13-9164	HoCP13-0740
Ho19-9325	Ho13-9164	HoCP13-0740
Ho19-9326	HoCP11-0566	Ho12-9025
Ho19-9327	Ho02-0113	Ho13-9145
Ho19-9328	HoCP08-0726	Ho12-9025
Ho19-9329	Ho02-0113	Ho13-9160
Ho19-9330	Ho02-0113	Ho13-9108
Ho19-9331	Ho12-0628	SES323
Ho19-9332	Ho13-9144	Ho12-0630
Ho19-9333	Ho13-9131	HoCP13-0756
Ho19-9335	Ho13-9115	HoCP05-0918
Ho19-9336	Ho13-9115	HoCP05-0918
Ho19-9337	Ho13-9144	HoCP12-0647
Ho19-9339	Ho13-0739	Ho13-9136
Ho19-9340	Ho13-0739	Ho13-9136
Ho19-9341	HoCP11-0565	Ho13-9129
Ho19-9342	Ho13-9119	Ho11-0520
Ho19-9344	Ho13-9108	HoCP96-0540
Ho19-9345	Ho13-9108	HoCP96-0540
Ho19-9347	Ho13-9102	Ho09-0832
Ho19-9348	Ho13-9118	Ho13-9157
Ho19-9349	Ho02-0113	Ho09-0850
Ho19-9350	Ho13-9164	Ho13-9108
Ho20-9004	Ho07-9017	HoCP14-0801
Ho20-9005	Ho07-9017	HoCP14-0801
Ho20-9006	Ho07-9016	Ho14-9234
Ho20-9007	Ho07-9017	Ho14-9234
Ho20-9008	Ho14-9230	Ho14-9234
Ho20-9009	Ho14-9230	Ho14-9234
Ho20-9010	HoCP14-0890	MPTH99-0461
Ho20-9012	Ho14-9230	Ho07-9017
Ho20-9013	Ho14-9230	Ho07-9017
Ho20-9014	Ho02-0113	HoCP14-0887
Ho20-9015	HoCP14-0890	Ho14-9274
Ho20-9016	HoCP14-0890	Ho14-9274
Ho20-9018	HoCP14-0830	Ho14-9276
Ho20-9019	HoCP14-0830	Ho14-9276
Ho20-9020	HoCP14-0844	Ho14-9274
Ho20-9021	Ho14-9203	HoCP14-0885
Ho20-9022	Ho13-0718	Ho14-9214
Ho20-9023	Ho13-0718	Ho14-9214
Ho20-9024	Ho13-0718	Ho14-9214
Ho20-9025	Ho14-9211	HoCP09-0814
Ho20-9029	Ho14-9221	Ho13-0769
Ho20-9030	Ho14-9209	Ho13-0769
Ho20-9031	Ho14-9240	Ho14-9223
Ho20-9032	Ho14-9258	Ho14-9223
Ho20-9033	Ho14-9258	Ho14-9223
Ho20-9034	Ho14-9231	HoCP14-0801
Ho20-9035	Ho14-9231	HoCP14-0801
Ho20-9036	Ho14-9266	HoCP14-0865
Ho20-9037	Ho14-9239	HoCP09-0804
Ho20-9038	Ho14-9230	HoCP14-0801
Ho20-9039	Ho14-9250	HoCP09-0814
Ho20-9040	HoL14-0880	Ho14-9254
Ho20-9043	Ho14-9243	Ho13-0769
Ho20-9045	HoL14-0880	Ho14-9243
Ho20-9047	Ho14-9244	Ho09-0831
Ho20-9048	Ho14-9260	Ho13-0705
Ho20-9049	Ho14-9237	HoCP09-0814
Ho20-9050	Ho14-9237	HoCP09-0814
Ho20-9051	Ho14-9246	HoCP14-0885
Ho20-9055	Ho14-9233	HoCP09-0814
Ho20-9056	Ho14-9211	HoCP14-0885
Ho20-9057	HoCP09-0814	Ho14-9274
Ho20-9059	Ho14-9271	HoCP14-0885
Ho20-9060	Ho13-9152	Ho14-0893
Ho21-0601		
Ho21-0602		
Ho21-0604		
Ho21-0605		
Ho21-0616		
Ho21-0656	Ho13-0718	Ho14-9219
Ho21-0661	HoCP15-0990	Ho15-9339
Ho72-0010	CP65-0357	US67-112-4
Ho72-0037	CP64-0313	SES006
Ho72-0071	L60-0025	SES006
Ho72-0085	CP61-0037	US66-47-2
Ho72-0090	L60-0025	US66-47-2
Ho72-0113	CP52-0068	US66-0065-0011
Ho72-0114	CP52-0068	US66-0065-0011
Ho72-0122	CP52-0068	SES189
Ho72-0123	CP52-0068	SES189
Ho72-0124	CP52-0068	SES189
Ho72-0144	CP52-0068	SES147B
Ho72-0162	CP61-0037	SES189
Ho72-0166	CP61-0037	SES189
Ho72-0167	CP61-0037	SES189
Ho72-0189	L60-0025	SES147B
Ho72-0213	L60-0025	SES189
Ho73-0003	US65-4-5	L65-0069
Ho73-0020	US66-0070-0011	L65-0069
Ho73-0028	US66-0065-0012	L65-0069
Ho73-0032	US66-0065-0011	L65-0069
Ho73-0036	L65-0069	SES343
Ho73-0043	L60-0025	US56-15-2
Ho73-0047	IA1583	CP66-0346
Ho73-0061	US65-15-6	L65-0069
Ho73-0067	US66-3-2	L65-0069
Ho73-0079	US66-3-8	CP66-0346
Ho73-0080	US66-3-8	CP66-0346
Ho73-0093	US66-3-8	L65-0069
Ho73-43-1	unknown	SES32B
Ho74-0049	CP65-0357	US67-31-2
Ho74-0069	US66-56-4	CL47-0083
Ho74-0074	L65-0069	SES278
Ho74-0103	L65-0069	SES205A
Ho76-0021	CP65-0357	US68-0026-0021
Ho76-0061	CP61-0039	Ho72-0071
Ho76-0138	CP65-0357	Ho74-0005
Ho77-0001	CP65-0357	US70-16-3
Ho77-0003	CP65-0357	Ho72-0123
Ho77-0004	CP65-0357	Ho72-0123
Ho77-0005	CP61-0039	US67-0026-0020
Ho77-0010	CP61-0039	Ho72-0090
Ho77-0014	CP61-0039	US67-0026-0020
Ho77-0017	CP65-0357	US67-0026-0020
Ho78-0001	CP61-0037	Ho72-0071
Ho78-0005	CP65-0357	US66-4-3
Ho78-0006	CP65-0357	Ho72-0019
Ho78-0007	CP52-0068	Ho72-0019
Ho78-0013	CP69-0373	Ho72-0071
Ho78-0014	Ho72-0010	Ho72-0071
Ho78-0015	CP65-0357	Ho72-0031
Ho78-0022	CP72-0356	Ho72-0071
Ho78-0024	CP65-0357	Ho72-0071
Ho78-0025	CP65-0357	Ho72-0122
Ho79-0003	CP65-0357	CP70-0401
Ho79-0004	CP65-0357	Ho74-0103
Ho79-0005	CP65-0357	Ho74-0103
Ho79-0007	CP65-0357	BendasSel
Ho79-0008	CP65-0357	BendasSel
Ho79-0009	CP65-0357	BendasSel
Ho79-0010	CP65-0357	BendasSel
Ho79-0011	CP65-0357	Ho73-0039
Ho79-0013	Ho72-0167	L65-0069
Ho79-0017	CP65-0357	US68-0026-0021
Ho79-0018	CP65-0357	US68-0026-0021
Ho79-0022	CP61-0037	BendasSel
Ho79-0026	CP65-0357	Ho73-0032
Ho79-0027	CP65-0357	Ho73-0032
Ho79-0028	CP65-0357	Ho73-0032
Ho80-0014	CP65-0357	Ho73-0067
Ho80-0017	CP65-0357	Ho73-0080
Ho80-0018	CP65-0357	CP77-0416
Ho80-0028	Ho74-0090	CP73-0351
Ho80-0029	Ho74-0049	CP73-0351
Ho81-0001	CP52-0068	Ho75-0003
Ho81-0002	CP65-0357	Ho74-0032
Ho81-0003	CP65-0357	Ho74-0032
Ho81-0004	CP72-0370	CP70-0401
Ho81-0006	CP70-0330	Ho75-0003
Ho82-0005	CP65-0357	Ho74-0071
Ho82-0006	CP65-0357	Ho74-0071
Ho82-0009	L65-0069	Ho76-0092
Ho82-0022	CP65-0357	Ho76-0092
Ho82-0024	CP65-0357	SES273
Ho82-0029	CP65-0357	Sclerostachya narenga
Ho82-0031	CP70-0330	SES273
Ho82-0033	CP65-0357	Ho76-0061
Ho82-0035	CP70-0330	US57-10-2
Ho82-0036	CP70-0330	US57-10-2
Ho82-0037	CP70-0330	US57-10-2
Ho82-0039	CP65-0357	SES273
Ho82-0040	CP65-0357	SES273
Ho82-0041	CP65-0357	SES273
Ho82-0042	CP65-0357	SES273
Ho82-0044	CP65-0357	SES273
Ho83-0014	CP65-0357	Ho77-0010
Ho83-0018	CP65-0357	Ho77-0012
Ho83-0019	CP65-0357	Ho76-0061
Ho83-0024	CP65-0357	Ho76-0092
Ho83-0025	CP65-0357	Ho76-0092
Ho83-0030	CP65-0357	IK76-0066
Ho86-0001	CP75-0361	CP77-0407
Ho86-0002	CP75-0361	CP77-0407
Ho86-0004	CP65-0357	CP77-0407
Ho86-0008	CP65-0357	Ho78-0006
Ho86-0010	CP65-0357	Ho78-0019
Ho86-0015	Ho78-0007	L65-0069
Ho86-0016	Ho78-0001	CP81Poly01
Ho87-0003	CP72-0370	Ho78-0027
Ho87-0008	CP52-0068	Ho79-0027
Ho87-0009	CP52-0068	Ho79-0027
Ho87-0010	CP52-0068	Ho78-0013
Ho87-0011	CP52-0068	Ho78-0013
Ho87-0013	CP65-0357	Ho78-0013
Ho87-0014	Ho79-0005	CP77-0310
Ho87-0015	Ho79-0010	CP77-0310
Ho87-0017	CP65-0357	Ho72-0199
Ho87-0018	CP52-0068	SES114
Ho87-0029	Ho79-0011	CP78-0304
Ho87-0031	Ho79-0005	CP77-0310
Ho88-0006	CP65-0357	Ho80-0003
Ho89-0007	Ho79-0011	CP78-0304
Ho89-0014	CP70-0321	Ho81-0004
Ho89-0015	Ho80-0012	CP77-0310
Ho89-0021	CP65-0357	SES231
Ho90-0009	CP70-0321	Ho82-0030
Ho90-0010	CP70-0321	Ho82-0040
Ho90-0011	CP70-0321	Ho80-0005
Ho90-0013	CP65-0357	Ho80-0009
Ho90-0017	CP83-0601	CP80-0323
Ho91-0004	CP65-0357	Ho83-0021
Ho91-0010	CP70-0321	Ho83-0030
Ho91-0011	CP70-0321	Ho83-0030
Ho91-0013	CP65-0357	Ho83-0006
Ho91-0014	Ho82-0036	CP80-0323
Ho91-0019	CP72-0370	Ho82-0031
Ho91-0021	CP72-0370	Ho82-0031
Ho91-0572	CP70-0321	Ho83-0018
Ho91-0578	CP70-0321	Ho83-0018
Ho91-0579	CP70-0321	Ho83-0018
Ho92-0002	CP65-0357	Ho86-0006
Ho92-0003	CP65-0357	SES365
Ho92-0004	CP65-0357	SES365
Ho92-0006	CP65-0357	Taiwan71
Ho92-0007	CP65-0357	Taiwan71
Ho92-0009	Ho86-0004	CP57-0614
Ho92-0669	Ho86-0014	CP80-0323
Ho92-0670	Ho86-0008	CP57-0614
Ho93-0005	Ho86-0008	CP80-0323
Ho93-0006	CP62-0374	Ho86-0016
Ho93-0769	CP70-0321	Ho87-0008
Ho94-0011	CP70-0321	Ho87-0021
Ho94-0071	LCP85-0384	NG77-0214
Ho94-0082	POJ2222	unknown
Ho94-0095	HoCP91-0534	unknown
Ho94-0813	CP86-0977	CP57-0614
Ho94-0816	CP81-0332	CP57-0614
Ho94-0817	CP86-0977	CP57-0614
Ho94-0818	CP86-0977	CP57-0614
Ho94-0819	CP86-0977	CP57-0614
Ho94-0856	Ho86-0016	CP89Poly03
Ho94-0861	CP65-0357	Ho82-0044
Ho95-0002	CP65-0357	Ho89-0012
Ho95-0995	CP70-0321	CP80-0356
Ho96-0015	Ho90-0014	L65-0069
Ho96-0020	CP57-0614	NG77-0214
Ho97-0004	CP70-0321	Ho91-0015
Ho97-0005	CP70-0321	Ho91-0015
Ho97-0010	Ho91-0010	CP61-0039
Ho97-0011	Ho91-0010	CP61-0039
Ho97-0013	Ho91-0011	LCP81-0030
Ho97-0014	Ho91-0011	LCP81-0030
Ho97-0017	Ho91-0003	CP78-0304
Ho97-0022	CP89-0884	LCP86-0454
Ho97-0645	CP65-0357	CP87-0609
Ho97-0685	Ho91-0008	CP61-0039
Ho97-0686	CP70-0330	Ho91-0015
Ho97-0688	Ho91-0578	CP78-0304
Ho97-0689	CP65-0357	Ho91-0004
Ho97-0698	CP82-1800	CP78-0304
Ho97-0699	Ho91-0578	L65-0069
Ho98-0005	CP65-0357	CP88-2045
Ho98-0006	CP65-0357	CP88-2045
Ho98-0007	CP65-0357	CP88-2045
Ho98-0016	CP65-0357	unknown
Ho98-0017	Ho82-0010	LCP85-0384
Ho98-0018	Ho82-0010	LCP85-0384
Ho98-0020	HoCP91-0534	unknown
Ho98-0024	NCo310	LCP85-0384
Ho98-0025	Ho87-0021	LCP85-0384
Ho98-0026	Ho87-0021	LCP85-0384
Ho98-0027	Ho87-0021	LCP85-0384
Ho98-0783	FAM83-0201	LCP85-0384
Ho98-0784	Ho82-0010	LCP85-0384
Ho99-0014	Ho93-0768	Ho94-0071
